站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150001,2021-06-21 18:35:00,2021-06-21 18:35:25,0.000,81,11.4,0.000,13.83,0.020,129
0210150001,2021-06-21 18:30:00,2021-06-21 18:30:21,0.000,81,11.4,0.000,13.87,0.020,129
0210150001,2021-06-21 18:25:00,2021-06-21 18:25:21,0.000,78,11.4,0.000,13.87,0.020,129
0210150001,2021-06-21 18:20:00,2021-06-21 18:20:38,0.000,68,11.3,0.000,13.86,0.020,129
0210150001,2021-06-21 18:15:00,2021-06-21 18:15:26,0.000,75,11.2,0.000,13.83,0.020,129
0210150001,2021-06-21 18:10:00,2021-06-21 18:10:21,0.000,81,11.1,0.000,13.86,0.020,129
0210150001,2021-06-21 18:05:00,2021-06-21 18:05:28,0.000,81,11.2,0.000,13.88,0.020,129
0210150001,2021-06-21 18:00:00,2021-06-21 18:00:22,0.000,78,11.3,0.000,13.90,0.020,129
0210150001,2021-06-21 17:55:00,2021-06-21 17:55:24,0.000,75,11.2,0.000,13.83,0.020,129
0210150001,2021-06-21 17:50:00,2021-06-21 17:50:19,0.000,75,11.1,0.000,13.80,0.020,129
0210150001,2021-06-21 17:45:00,2021-06-21 17:45:21,0.000,78,10.9,0.000,13.99,0.020,129
0210150001,2021-06-21 17:40:00,2021-06-21 17:40:23,0.000,75,10.8,0.000,13.99,0.020,129
0210150001,2021-06-21 17:35:00,2021-06-21 17:35:31,0.000,75,10.7,0.000,13.80,0.020,129
0210150001,2021-06-21 17:30:00,2021-06-21 17:30:21,0.000,75,10.7,0.000,13.95,0.020,129
0210150001,2021-06-21 17:25:00,2021-06-21 17:25:24,0.000,75,10.7,0.000,13.79,0.020,129
0210150001,2021-06-21 17:20:00,2021-06-21 17:20:21,0.000,75,10.8,0.000,13.78,0.020,129
0210150001,2021-06-21 17:15:00,2021-06-21 17:15:22,0.000,75,10.8,0.000,13.79,0.020,129
0210150001,2021-06-21 17:10:00,2021-06-21 17:10:30,0.000,75,10.6,0.000,13.80,0.020,129
0210150001,2021-06-21 17:05:00,2021-06-21 17:05:21,0.000,75,10.9,0.000,13.83,0.020,129
0210150001,2021-06-21 17:00:00,2021-06-21 17:00:23,0.000,81,10.9,0.000,13.80,0.020,129
0210150001,2021-06-21 16:55:00,2021-06-21 16:55:22,0.000,81,10.8,0.000,13.82,0.020,129
