humidity,temperature,wind_speed,wind_direction_degree,precip,pressure,solar_radiation,cloud,code,text,feels_like,wind_scale,wind_direction,vapor_pressure,last_update
49.32,22.78,10.31,33,0.00,988.27,0.00,100.00,9,阴,22.54,2,东北,13.67,2022-10-31T23:00:00+08:00
50.74,22.48,11.74,0,0.00,988.06,0.00,100.00,9,阴,21.99,2,北,13.81,2022-11-01T00:00:00+08:00
51.32,22.49,14.06,10,0.00,987.48,0.00,26.53,0,晴,21.61,3,北,13.98,2022-11-01T01:00:00+08:00
51.65,21.92,9.60,12,0.00,987.42,0.00,32.08,0,晴,21.73,2,东北,13.59,2022-11-01T02:00:00+08:00
52.59,21.30,9.33,13,0.00,986.70,0.00,34.57,0,晴,21.06,2,东北,13.32,2022-11-01T03:00:00+08:00
52.63,21.10,11.38,9,0.00,986.30,0.00,0.00,0,晴,20.45,2,北,13.17,2022-11-01T04:00:00+08:00
53.95,20.60,12.25,19,0.00,986.79,0.00,0.00,0,晴,19.74,3,东北,13.09,2022-11-01T05:00:00+08:00
54.19,20.40,12.58,12,0.00,987.15,0.00,0.00,0,晴,19.45,3,东北,12.99,2022-11-01T06:00:00+08:00
53.74,20.53,17.86,8,0.00,988.02,164.22,100.00,9,阴,18.63,3,北,12.98,2022-11-01T08:00:00+08:00
51.33,21.90,10.67,0,0.00,989.00,194.93,34.87,0,晴,21.50,2,北,13.49,2022-11-01T09:00:00+08:00
49.44,24.40,10.30,16,0.00,988.93,538.03,34.87,0,晴,24.56,2,东北,15.11,2022-11-01T10:00:00+08:00
48.81,25.38,13.42,356,0.00,988.43,791.74,0.00,0,晴,25.19,3,北,15.81,2022-11-01T11:00:00+08:00
47.83,26.55,13.94,1,0.00,987.53,802.83,41.06,4,多云,26.50,3,北,16.61,2022-11-01T12:00:00+08:00
47.49,26.04,11.18,29,0.00,986.65,466.01,100.00,9,阴,26.33,2,东北,16.00,2022-11-01T13:00:00+08:00
47.86,25.86,8.07,353,0.00,985.82,283.44,100.00,9,阴,26.70,2,北,15.95,2022-11-01T14:00:00+08:00
48.07,25.85,11.03,12,0.00,985.41,171.09,100.00,9,阴,26.16,2,东北,16.01,2022-11-01T15:00:00+08:00
