time,times,THM,CLO,IMI,ACE,THA,Propoxur,Chlorpyrifos,Temephos,Fenthion,Fipronil,Tetramethrin,Cyhalothrin_Lambda,Cyfluthrin,Permethrin,Cypermethrin
2022-07-02T10:40,1,15.29621015,0.674484778,64.59814063,2.38847739,0.0,22.9722,2.897962068,17.6226,9.1118,60.2352,0.0,10.7667,0.0,324.8486,390.0567
2022-07-02T10:50,1,13.78646142,1.177532553,57.01801113,1.988423579,0.0,18.7885,2.897962068,5.574120806,6.4529,33.8529,0.0,9.1844,0.0,127.89100000000002,184.8092
2022-07-02T11:00,1,12.06104286,0.0,58.08507467,1.99296185,0.0,32.5731,0.0,16.0595,9.4071,36.0337,0.0,7.3553,0.0,94.3663,91.6727
2022-07-02T11:10,1,10.96508821,0.995440049,57.12500088,2.012056065,0.0,28.3658,0.0,16.4909,7.6427,35.3667,0.0,7.071,0.0,59.1571,75.0562
2022-07-02T11:20,1,254.1397419,14.97957857,54.60695881,5.057939845,0.0,27.162,2.897962068,144.0734,3.3946000000000005,29.2035,0.0,10.8301,9.862035314,30.3429,59.4227
2022-07-02T11:30,1,95.34713607999998,5.722300294,47.36918781,3.484085185,0.0,52.5344,2.897962068,138.7691,6.4458,55.4929,0.0,14.1873,9.862035314,66.4117,143.0455
2022-07-02T11:40,1,7.980005680000005,1.4563887590000002,57.86920932,2.030095643,0.0,114.072,2.897962068,5.574120805999996,6.2706,36.2519,0.0,3.4461553889999994,0.0,51.5823,44.88329999999999
2022-07-02T11:50,1,7.792347156666667,1.2277574866666667,48.32288742666667,2.007505065666667,0.0,99.26853333333334,1.931974712,5.574120806,6.1655,33.91976666666667,0.0,5.276336926,0.0,41.597566666666665,35.48876666666666
2022-07-02T12:00,1,7.604688633333333,0.9991262143333333,38.77656553333334,1.9849144883333334,0.0,84.46506666666667,0.9659873559999999,5.574120806,6.0604000000000005,31.587633333333336,0.0,7.1065184630000005,0.0,31.612833333333334,26.09423333333333
2022-07-02T12:10,1,7.41703011,0.7704949420000001,29.23024364,1.962323911,0.0,69.6616,0.0,5.574120806,5.9553,29.2555,0.0,8.9367,0.0,21.628100000000003,16.6997
2022-07-02T12:20,1,46.72484977333333,2.833345516,33.97653641,2.342731707,0.0,59.00383333333333,0.9659873560000001,35.166847204,11.326533333333334,36.91766666666667,0.0,9.668433333333333,0.03333333333333333,136.89396666666667,177.29143333333334
2022-07-02T12:30,1,86.03266943666667,4.89619609,38.722829180000005,2.723139503,0.0,48.346066666666665,1.9319747120000001,64.759573602,16.697766666666666,44.57983333333333,0.0,10.400166666666667,0.06666666666666667,252.15983333333332,337.8831666666667
2022-07-02T12:40,1,125.3404891,6.959046664,43.46912195,3.103547299,0.0,37.6883,2.897962068,94.3523,22.069,52.242,0.0,11.1319,0.1,367.4257,498.4749
2022-07-02T12:50,1,119.71646953333334,7.464670846,45.51182032333333,3.019076118666667,0.0,32.0184,2.897962068,96.9722,15.150316166666666,44.081266666666664,0.0,8.569985129666666,0.06666666666666668,253.14376666666666,345.67453333333333
2022-07-02T13:00,1,114.09244996666666,7.970295028000001,47.55451869666667,2.9346049383333335,0.0,26.348499999999998,2.897962068,99.5921,8.231632333333334,35.92053333333333,0.0,6.0080702593333335,0.03333333333333334,138.86183333333332,192.87416666666667
2022-07-02T13:10,1,108.4684304,8.47591921,49.59721707,2.850133758,0.0,20.6786,2.897962068,102.212,1.312948500000001,27.7598,0.0,3.4461553889999994,0.0,24.57990000000001,40.073800000000006
2022-07-02T13:20,1,102.86692117333334,8.215235745666668,51.45807884333333,3.0108696903333336,0.0,19.465,1.931974712,100.95786666666667,1.8032323333333333,26.178633333333334,0.0,3.446155389,0.0,23.18893333333333,31.930833333333332
2022-07-02T13:30,1,97.26541194666666,7.954552281333334,53.318940616666666,3.1716056226666667,0.0,18.2514,0.9659873559999999,99.70373333333333,2.2935161666666666,24.597466666666666,0.0,3.446155389,0.0,21.797966666666667,23.787866666666666
2022-07-02T13:40,1,91.66390272,7.693868817,55.17980239,3.332341555,0.0,17.0378,0.0,98.4496,2.7838,23.0163,0.0,3.446155389,0.0,20.407,15.6449
2022-07-15T16:20,2,38.808154112,1.2125723098999999,196.881096243,4.763296701,0.259104169,24.547892107999996,0.0,225.09015262600002,16.170908216,0.0,2.1470684518999996,0.0,0.0,28.158936651000005,31.250848485
2022-07-15T16:30,2,32.460716168,0.7262914482,151.58168267,3.2919021412,0.3230950915,13.632902769,0.0,185.41468851000002,7.3159308660999995,0.0,1.879642581,0.0,0.0,18.764497519000003,74.519125117
2022-07-15T16:40,2,65.099339423,6.3451418095,58.703447501000014,3.8312265259,0.2338094706,11.943217723,0.0,192.63853623,5.1955069631,0.0,4.767633213,26.747380809,0.0,19.738653165,25.093706757999996
2022-07-15T16:50,2,127.515352045,8.0129167217,52.400280709,2.6970461077000003,0.21409127760000002,9.3613210392,0.0,155.90512758,5.0267169094,0.0,4.1629715379,31.199492006,0.0,19.346530287,17.917432961
2022-07-15T17:00,2,44.556105508,3.1780995026000003,66.672577615,3.0454290771,0.2332818122,13.3333608318,0.0,128.73263352,8.527983750299999,0.0,4.5991660678,19.074026592000003,0.0,15.697687446,24.677859167
2022-07-15T17:10,2,55.22224287,3.2802426117000003,114.87079783499999,3.3039820097,0.2297461113,15.499420005000001,0.0,120.26873179,10.1618616541,0.0,5.5015252208,8.295532757,0.0,13.388257751000001,13.871052407
2022-07-15T17:20,2,78.120862364,4.004858575,166.70788047000002,3.5316027924,0.2233236886,14.855798550000001,0.0,136.66753352,10.1224773632,0.0,5.3168240011,10.866921703000001,0.0,14.384849735,13.639360352999999
2022-07-15T17:30,2,101.01948185733332,4.729474538333333,218.54496310333334,3.7592235750666667,0.21690126593333334,13.93153885,0.0,155.61893232,9.925064044533332,0.0,5.007592206766667,14.886112639666667,0.0,15.728141484999998,14.810547189666666
2022-07-15T17:40,2,123.91810135066666,5.454090501666666,270.38204573666667,3.9868443577333337,0.2104788432666667,13.007279149999999,0.0,174.57033112,9.727650725866667,0.0,4.698360412433334,18.905303576333335,0.0,17.071433234999997,15.981734026333333
2022-07-15T17:50,2,124.75665168,7.0242504866,271.2503848,4.0186264007000005,0.3038817824,12.590652504,0.0,191.83117796,9.8082054198,0.0,4.5986827059,14.548902485700001,0.0,17.160886675999997,15.923592095
2022-07-15T18:00,2,123.14408321333333,8.688359807266668,266.45553013333335,4.0286485837,0.4083764284,12.230429530666667,0.0,208.90418569333332,9.919645448466666,0.0,4.5222887869,9.2618800587,0.0,17.111024749333332,15.728858078333332
2022-07-15T18:10,2,121.53151474666666,10.352469127933334,261.6606754666667,4.0386707667,0.5128710744,11.870206557333335,0.0,225.97719342666664,10.031085477133333,0.0,4.4458948679,3.974857631699999,0.0,17.061162822666667,15.534124061666667
2022-07-15T18:20,2,87.5328108772,7.886536273900001,184.18178892260002,3.2909537924000003,0.4982413289,12.059734883,0.0,174.145726854,19.043307167000002,0.0,3.6706716075,2.4123087723,0.0,17.916218685,16.000168821
2022-07-15T18:30,2,49.93564751853333,4.9617098449000006,98.62689883659999,2.4590435784,0.4703755399,12.310346686333334,0.0,114.65820758066668,29.044504597000003,0.0,2.8178006425,1.2635903093,0.0,18.87182096833333,16.539633444333333
2022-07-15T18:40,2,12.338484159866653,2.0368834159,13.07200875060002,1.6271333644000001,0.4425097509,12.560958489666668,0.0,55.170688307333364,39.045702027000004,0.0,1.9649296774999998,0.11487184630000025,0.0,19.827423251666666,17.079098067666667
2022-07-30T14:40,3,26.22273598,2.627285445,50.68189406,3.570121013,0.351835837,110.8754132,0.0,53.73206465,20.97833268,5.577273334,8.163896876,0.0,31.91250578,13.01717426,30.82586674
2022-07-30T14:50,3,28.39395019,2.332435918,73.67893346,3.592566199,0.275023681,90.73268228,0.0,52.56174249,22.17483292,4.364449577,7.801930765,0.0,29.41816862,11.36470569,24.74273875
2022-07-30T15:00,3,30.5651644,2.03758639,96.67597286,3.615011384,0.198211524,96.01466342,0.0,53.47081703,24.0200123,6.240664578,6.892967053,0.0,19.64010197,9.059626436,24.43123868
2022-07-30T15:10,3,9.965333454,1.096316301,202.7393244,2.813078335,0.191428406,101.2966446,0.0,54.37989157,25.86519168,8.11687958,5.984003341,0.0,9.862035314,6.75454718,24.11973862
